tier,cell_line,plate,drug,n_total,n_selection,n_strength_used,e_distance,perm_p,significant,distinctiveness
tier1_seen_conditions,CVCL_0546,plate4,Pentagastrin,29,29,12,0.13626159630403833,0.07960199004975124,False,0.9871794871794872
tier1_seen_conditions,CVCL_0546,plate4,Lumateperone (tosylate),28,28,12,0.048884267663186876,0.24378109452736318,False,0.7307692307692307
tier1_seen_conditions,CVCL_0546,plate4,Relugolix,28,28,12,0.12242750749881992,0.07960199004975124,False,0.6153846153846154
tier1_seen_conditions,CVCL_0546,plate4,Homoharringtonine,24,24,12,0.09112220878242994,0.16417910447761194,False,0.5769230769230769
tier1_seen_conditions,CVCL_0546,plate4,Hexylresorcinol,27,27,12,0.022378455218431625,0.3582089552238806,False,0.8589743589743589
tier1_seen_conditions,CVCL_0546,plate4,Palmatine (chloride),27,27,12,-0.05882560063302478,0.7313432835820896,False,0.8076923076923077
tier1_seen_conditions,CVCL_0546,plate4,Isocorydine,28,28,12,0.038214021989515956,0.39303482587064675,False,0.6025641025641025
tier1_seen_conditions,CVCL_0546,plate4,Raltitrexed,29,29,12,0.03980243164746611,0.2537313432835821,False,0.8717948717948718
tier1_seen_conditions,CVCL_0546,plate4,Furosemide,25,25,12,-0.05207532396388714,0.746268656716418,False,0.8461538461538461
tier1_seen_conditions,CVCL_0546,plate4,Clotrimazole,26,26,12,-0.08351908605537339,0.7761194029850746,False,0.7948717948717948
tier1_seen_conditions,CVCL_0546,plate4,Sodium Salicylate,28,28,12,-0.10454977582318925,0.8606965174129353,False,0.9615384615384616
tier1_seen_conditions,CVCL_0546,plate4,Gallic acid (hydrate),27,27,12,0.13481361816653603,0.0845771144278607,False,0.8333333333333334
tier1_seen_conditions,CVCL_0546,plate4,Pyridoxine,27,27,12,0.04571593223264081,0.2537313432835821,False,0.47435897435897434
tier1_seen_conditions,CVCL_0546,plate4,Acetohexamide,23,23,12,0.07042520228406168,0.31840796019900497,False,0.16666666666666666
tier1_seen_conditions,CVCL_0546,plate4,Temsirolimus,28,28,12,-0.04954207904721386,0.6666666666666666,False,0.9102564102564102
tier1_seen_conditions,CVCL_0546,plate4,Megestrol,26,26,12,0.1356300643214272,0.1044776119402985,False,0.9358974358974359
tier1_seen_conditions,CVCL_0546,plate4,Diammonium Glycyrrhizinate,29,29,12,0.14426435059057852,0.1044776119402985,False,0.9102564102564102
tier1_seen_conditions,CVCL_0546,plate4,L-Thyroxine (sodium salt pentahydrate),29,29,12,0.008646253335822252,0.4577114427860697,False,0.9358974358974359
tier1_seen_conditions,CVCL_0546,plate4,Ropivacaine (hydrochloride monohydrate),27,27,12,0.02796052727637033,0.31840796019900497,False,0.41025641025641024
tier1_seen_conditions,CVCL_0546,plate4,Salicylic acid,28,28,12,-0.006987856540222381,0.47761194029850745,False,0.8717948717948718
tier1_seen_conditions,CVCL_0546,plate4,Adenosine,27,27,12,0.10782841190916947,0.12935323383084577,False,0.41025641025641024
tier1_seen_conditions,CVCL_0546,plate4,Adagrasib,25,25,12,-0.028217129350913694,0.6666666666666666,False,0.5897435897435898
